,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Day113,16.0,1.0,69.0,48.0,3.0,76.0,17.0,7.0,2.0,2.0,4.0,6.0,6.0,3.0,1.0,0.0,1.0,5.0,69.0,31.0
Day114,56.0,1.0,77.0,11.0,5.0,29.0,70.0,3.0,4.0,3.0,0.0,1.0,3.0,4.0,4.0,1.0,1.0,3.0,77.0,23.0
Day115,6.0,5.0,63.0,23.0,1.0,51.0,6.0,60.0,2.0,3.0,4.0,1.0,2.0,3.0,1.0,5.0,3.0,2.0,60.0,40.0
Day116,13.0,1.0,73.0,16.0,2.0,36.0,8.0,21.0,60.0,4.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,5.0,72.0,28.0
Day117,64.0,2.0,70.0,34.0,3.0,42.0,20.0,2.0,1.0,47.0,0.0,6.0,4.0,5.0,2.0,5.0,0.0,3.0,66.0,34.0
Day118,16.0,5.0,66.0,15.0,3.0,40.0,15.0,55.0,2.0,2.0,52.0,3.0,7.0,3.0,1.0,2.0,5.0,1.0,66.0,34.0
Day119,53.0,2.0,73.0,14.0,1.0,36.0,62.0,6.0,4.0,3.0,2.0,53.0,2.0,3.0,2.0,2.0,5.0,5.0,73.0,27.0
Day120,55.0,3.0,74.0,13.0,1.0,36.0,67.0,5.0,0.0,4.0,2.0,1.0,61.0,3.0,2.0,2.0,3.0,5.0,71.0,29.0
Day121,45.0,3.0,73.0,20.0,0.0,40.0,60.0,11.0,1.0,1.0,8.0,3.0,5.0,50.0,0.0,2.0,3.0,5.0,72.0,28.0
Day122,15.0,2.0,90.0,27.0,1.0,35.0,12.0,8.0,4.0,3.0,1.0,1.0,4.0,4.0,58.0,1.0,2.0,3.0,70.0,30.0
Day123,13.0,4.0,73.0,55.0,4.0,69.0,8.0,5.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,52.0,1.0,5.0,73.0,27.0
Day124,10.0,3.0,71.0,50.0,1.0,74.0,7.0,9.0,4.0,3.0,5.0,1.0,1.0,4.0,2.0,3.0,56.0,2.0,70.0,30.0
Day125,14.0,5.0,71.0,46.0,7.0,67.0,7.0,5.0,6.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,51.0,70.0,30.0
Day126,62.0,5.0,70.0,32.0,4.0,40.0,14.0,7.0,6.0,3.0,5.0,3.0,2.0,5.0,0.0,3.0,1.0,4.0,68.0,32.0
Day127,12.0,55.0,68.0,32.0,3.0,42.0,10.0,5.0,1.0,4.0,1.0,2.0,3.0,2.0,4.0,2.0,7.0,3.0,67.0,33.0
