,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Day124,24.0,19.0,27.0,10.0,2.0,4.0,28.0,41.0,9.0,3.0,5.0,1.0,1.0,16.0,2.0,3.0,97.0,12.0,71.0,98.0
Day125,78.0,70.0,80.0,13.0,8.0,2.0,83.0,96.0,8.0,4.0,2.0,2.0,1.0,65.0,0.0,1.0,99.0,64.0,70.0,99.0
Day126,74.0,26.0,77.0,12.0,6.0,3.0,81.0,96.0,11.0,3.0,5.0,3.0,2.0,21.0,0.0,3.0,97.0,16.0,69.0,98.0
Day127,74.0,68.0,81.0,8.0,6.0,1.0,84.0,91.0,2.0,4.0,1.0,2.0,3.0,13.0,4.0,2.0,98.0,11.0,67.0,98.0
Day128,27.0,20.0,82.0,13.0,8.0,0.0,83.0,96.0,7.0,3.0,2.0,4.0,5.0,18.0,2.0,2.0,98.0,15.0,68.0,98.0
Day129,75.0,70.0,84.0,63.0,5.0,2.0,87.0,96.0,4.0,3.0,1.0,2.0,1.0,68.0,4.0,3.0,97.0,66.0,80.0,99.0
Day130,76.0,74.0,83.0,67.0,62.0,2.0,85.0,94.0,5.0,1.0,1.0,2.0,2.0,71.0,4.0,3.0,97.0,70.0,73.0,99.0
Day131,70.0,67.0,76.0,59.0,6.0,52.0,79.0,92.0,6.0,3.0,2.0,3.0,4.0,66.0,5.0,5.0,95.0,63.0,70.0,95.0
Day132,16.0,9.0,24.0,5.0,3.0,0.0,87.0,94.0,3.0,5.0,1.0,4.0,2.0,7.0,3.0,2.0,98.0,5.0,69.0,99.0
Day133,26.0,18.0,33.0,10.0,5.0,4.0,36.0,96.0,5.0,5.0,4.0,5.0,2.0,17.0,2.0,2.0,98.0,13.0,71.0,99.0
Day134,23.0,18.0,30.0,11.0,5.0,3.0,34.0,91.0,54.0,1.0,3.0,0.0,3.0,16.0,3.0,6.0,94.0,11.0,65.0,94.0
Day135,71.0,21.0,79.0,12.0,8.0,2.0,81.0,93.0,6.0,48.0,5.0,4.0,5.0,15.0,6.0,2.0,98.0,14.0,75.0,99.0
Day136,23.0,18.0,30.0,10.0,7.0,1.0,35.0,94.0,53.0,1.0,52.0,2.0,2.0,15.0,3.0,1.0,99.0,12.0,65.0,100.0
Day137,28.0,22.0,32.0,14.0,5.0,2.0,36.0,97.0,7.0,3.0,5.0,52.0,3.0,19.0,3.0,0.0,100.0,15.0,64.0,100.0
Day138,73.0,69.0,77.0,59.0,55.0,1.0,82.0,92.0,5.0,2.0,3.0,1.0,54.0,68.0,3.0,2.0,98.0,64.0,71.0,98.0
Day139,75.0,70.0,76.0,10.0,7.0,2.0,80.0,93.0,8.0,2.0,3.0,3.0,4.0,68.0,0.0,4.0,96.0,17.0,74.0,98.0
Day140,25.0,18.0,78.0,6.0,0.0,4.0,78.0,90.0,8.0,3.0,6.0,2.0,0.0,13.0,51.0,5.0,95.0,10.0,74.0,96.0
Day141,18.0,13.0,25.0,7.0,3.0,3.0,29.0,42.0,10.0,3.0,5.0,3.0,1.0,12.0,3.0,56.0,44.0,9.0,89.0,62.0
Day142,33.0,25.0,40.0,13.0,4.0,3.0,43.0,53.0,7.0,5.0,4.0,3.0,1.0,21.0,3.0,0.0,100.0,16.0,69.0,100.0
Day143,82.0,74.0,88.0,17.0,12.0,1.0,93.0,98.0,2.0,2.0,1.0,0.0,6.0,73.0,3.0,0.0,100.0,69.0,67.0,100.0
Day144,73.0,21.0,79.0,12.0,4.0,3.0,81.0,96.0,4.0,3.0,3.0,6.0,3.0,18.0,4.0,1.0,99.0,14.0,73.0,100.0
Day145,78.0,71.0,86.0,7.0,2.0,3.0,86.0,97.0,4.0,4.0,1.0,2.0,1.0,15.0,2.0,1.0,99.0,11.0,77.0,99.0
Day146,30.0,25.0,93.0,17.0,11.0,3.0,95.0,97.0,1.0,3.0,0.0,1.0,6.0,21.0,3.0,1.0,99.0,18.0,75.0,99.0
Day147,73.0,64.0,76.0,58.0,3.0,3.0,81.0,90.0,4.0,2.0,1.0,2.0,3.0,62.0,1.0,2.0,98.0,61.0,68.0,98.0
Day148,72.0,68.0,75.0,57.0,54.0,2.0,75.0,91.0,9.0,1.0,4.0,1.0,1.0,67.0,1.0,2.0,98.0,65.0,73.0,98.0
Day149,79.0,73.0,82.0,65.0,8.0,53.0,85.0,94.0,6.0,1.0,2.0,2.0,7.0,68.0,2.0,3.0,97.0,67.0,76.0,98.0
Day150,30.0,27.0,35.0,17.0,7.0,5.0,85.0,98.0,7.0,1.0,3.0,3.0,5.0,22.0,2.0,2.0,98.0,19.0,72.0,98.0
Day151,30.0,24.0,37.0,11.0,5.0,1.0,38.0,96.0,7.0,3.0,2.0,2.0,2.0,19.0,4.0,2.0,98.0,17.0,76.0,98.0
Day152,25.0,20.0,31.0,15.0,8.0,7.0,31.0,94.0,60.0,3.0,2.0,0.0,5.0,17.0,4.0,1.0,99.0,16.0,72.0,100.0
Day153,80.0,21.0,85.0,10.0,1.0,4.0,89.0,98.0,4.0,55.0,3.0,2.0,0.0,18.0,2.0,2.0,98.0,15.0,62.0,99.0
Day154,28.0,22.0,34.0,12.0,8.0,2.0,35.0,94.0,54.0,2.0,51.0,3.0,5.0,17.0,4.0,3.0,97.0,15.0,74.0,98.0
Day155,24.0,18.0,35.0,12.0,7.0,3.0,39.0,95.0,5.0,4.0,4.0,47.0,2.0,15.0,8.0,4.0,96.0,13.0,72.0,97.0
Day156,77.0,69.0,84.0,61.0,56.0,2.0,86.0,97.0,5.0,4.0,2.0,3.0,53.0,67.0,1.0,2.0,98.0,66.0,59.0,98.0
